epoch,lr,loss,iou,val_loss,val_iou
0,0.001,0.7563920661753257,0.4306268677929608,0.7503115645156205,0.7223103657597525
1,0.001,0.7236699264975429,0.563626046374223,0.7325543008650536,0.6602588635063543
2,0.001,0.7159385800336816,0.6147095754084513,0.7433266846485637,0.748883268025589
